PDR,1.607920370185E12,1,11.634345779156831,0.65,1.015622439793102,0,0,1,0.2190085749952227,0.0011286158969093752,1026.97021484375,-60,1025.0,-72,1025.0,-100,-1000
PDR,1.607920370639E12,2,13.924404954780888,0.65,1.4833100405948514,0,0,1,0.4706946977782534,-0.009803673181496001,1027.013916015625,-58,1025.0,-69,1025.0,-100,-1000
PDR,1.607920371169E12,3,14.836915573012577,0.7357733590816709,-2.6730958951896637,0,0,1,0.46810626514555687,-0.018606049457394774,1027.017578125,-63,1025.0,-68,1025.0,-100,-1000
PDR,1.607920371394E12,4,10.499775112105267,0.65,-0.07703927689611693,0,0,1,0.4714458638459187,-0.009919252899835966,1026.951904296875,-67,1025.0,-68,1025.0,-100,-1000
PDR,1.607920371764E12,5,15.888992030617406,0.65,1.5095099320145147,1,2,1,0.5095043557830143,-0.04372645249490278,1027.0458984375,-64,1025.0,-68,1025.0,-100,-1000
PDR,1.60792037223E12,6,15.404131823042793,0.65,0.6680150550858522,1,2,1,0.545401177623664,-0.0391204836458589,1026.9794921875,-64,1025.0,-68,1025.0,-100,-1000
PDR,1.607920372455E12,7,10.433078583196071,0.65,0.003785806455360634,1,2,1,0.5619721299462903,-0.024979195875982046,1026.891845703125,-65,1025.0,-68,1025.0,-100,-1000
PDR,1.607920372702E12,8,14.846857199460493,0.65,0.7893608809706338,1,2,1,0.5424046419352644,-0.04798296907219725,1026.947265625,-65,1025.0,-68,1025.0,-100,-1000
PDR,1.607920373254E12,9,15.589537393632337,0.7240913829156562,0.45712430234325563,1,2,1,0.573635397265891,-0.056933670029954864,1026.962890625,-65,1025.0,-69,1025.0,-100,-1000
PDR,1.607920373763E12,10,15.033199953106395,0.7829194557459684,0.7925470069326929,1,2,1,0.5886722364475394,-0.06265775231046103,1026.97265625,-62,1025.0,-67,1025.0,-100,-1000
PDR,1.607920374252E12,11,15.687667298659719,0.65,-0.5491614099804569,1,2,1,0.5668963602200188,-0.02624518136932257,1026.960693359375,-64,1025.0,-71,1025.0,-100,-1000
PDR,1.607920374739E12,12,15.376018707518059,0.65,-1.35833604458859,1,2,1,0.548634091231667,-0.035143143268764075,1026.989013671875,-68,1025.0,-68,1025.0,-100,-1000
PDR,1.607920375226E12,13,14.151948591122752,0.65,-1.8732835582901384,1,2,1,0.5442310303628171,-0.04934055925922506,1026.9697265625,-62,1025.0,-68,1025.0,-100,-1000
PDR,1.607920375819E12,14,16.35718388352987,0.6921328783425473,0.30259562498565806,1,2,1,0.5693005547847336,-0.06793755377575492,1026.939453125,-63,1025.0,-71,1025.0,-100,-1000
PDR,1.607920376243E12,15,14.953704599529843,0.65,-1.602872030915864,1,2,1,0.5883093594462371,-0.04969459363422854,1026.92822265625,-61,1025.0,-73,1025.0,-100,-1000
PDR,1.607920376809E12,16,15.607521474036163,0.7128717137300147,0.504317012968289,1,2,1,0.5572735885928706,-0.059543370916402286,1027.00732421875,-56,1025.0,-76,1025.0,-100,-1000
PDR,1.607920377255E12,17,16.03773150377289,0.65,-2.090484828245596,1,2,1,0.5650187787197929,-0.04644450914966139,1026.91796875,-56,1025.0,-76,1025.0,-100,-1000
PDR,1.607920377765E12,18,14.454379168557795,0.7765418893301991,-1.17944722917689,1,2,1,0.5759870823569015,-0.04557247159281799,1026.959228515625,-61,1025.0,-72,1025.0,-100,-1000
PDR,1.607920378234E12,19,14.869981448092044,0.65,-3.5482814131470692,1,2,1,0.562978172080299,-0.03419430095503655,1026.93505859375,-59,1025.0,-75,1025.0,-100,-1000
PDR,1.607920378845E12,20,14.937636881564258,0.6569256245202726,-2.4520020187401537,1,2,1,0.5420329415867225,-0.030656755710292697,1027.020263671875,-64,1025.0,-72,1025.0,-100,-1000
PDR,1.607920379274E12,21,14.629491915012164,0.65,-3.6284851289028346,1,2,1,0.5323684212002389,-0.028825270377344163,1026.95263671875,-64,1025.0,-72,1025.0,-100,-1000
PDR,1.607920379865E12,22,15.536524899636703,0.6801075905095338,-0.9383719139532818,1,2,1,0.558370878999387,-0.04038259667049757,1027.0634765625,-59,1025.0,-71,1025.0,-100,-1000
PDR,1.607920380313E12,23,14.03127066222031,0.65,-1.779869683080394,1,2,1,0.5772540512017035,-0.05346965318903618,1026.980224609375,-59,1025.0,-71,1025.0,-100,-1000
